country,provinceState,Confirmed,Recovered,Deaths,Active,date
US,Pennsylvania,8191,0,237,7954,2021-01-26 05:22:02
US,Pennsylvania,46137,0,1347,44790,2021-01-26 05:22:02
US,Pennsylvania,1545,0,45,1500,2021-01-26 05:22:02
US,Pennsylvania,22026,0,546,21480,2021-01-26 05:22:02
US,Pennsylvania,6498,0,287,6211,2021-01-26 05:22:02
US,Pennsylvania,2328,0,67,2261,2021-01-26 05:22:02
US,Pennsylvania,107177,0,2808,104369,2021-01-26 05:22:02
US,Pennsylvania,2024,0,42,1982,2021-01-26 05:22:02
US,Pennsylvania,805,0,18,787,2021-01-26 05:22:02
US,Pennsylvania,10782,0,319,10463,2021-01-26 05:22:02
US,Pennsylvania,2444,0,63,2381,2021-01-26 05:22:02
US,Pennsylvania,6177,0,162,6015,2021-01-26 05:22:02
US,Pennsylvania,257,0,8,249,2021-01-26 05:22:02
US,Pennsylvania,1437,0,48,1389,2021-01-26 05:22:02
US,Pennsylvania,2219,0,88,2131,2021-01-26 05:22:02
US,Pennsylvania,0,0,0,0,2021-01-26 05:22:02
US,Pennsylvania,3892,0,69,3823,2021-01-26 05:22:02
US,Pennsylvania,3014,0,72,2942,2021-01-26 05:22:02
US,Pennsylvania,1952,0,81,1871,2021-01-26 05:22:02
US,Pennsylvania,12090,0,199,11891,2021-01-26 05:22:02
US,Pennsylvania,2567,0,39,2528,2021-01-26 05:22:02
US,Pennsylvania,24175,0,571,23604,2021-01-26 05:22:02
US,Pennsylvania,1012,0,36,976,2021-01-26 05:22:02
US,Pennsylvania,30224,0,606,29618,2021-01-26 05:22:02
US,Puerto Rico,361,0,0,361,2021-01-26 05:22:02
US,Puerto Rico,861,0,0,861,2021-01-26 05:22:02
US,Puerto Rico,1020,0,0,1020,2021-01-26 05:22:02
US,Puerto Rico,758,0,0,758,2021-01-26 05:22:02
US,Puerto Rico,381,0,0,381,2021-01-26 05:22:02
US,Puerto Rico,559,0,0,559,2021-01-26 05:22:02
US,Puerto Rico,2085,0,0,2085,2021-01-26 05:22:02
US,Puerto Rico,182,0,0,182,2021-01-26 05:22:02
US,Puerto Rico,507,0,0,507,2021-01-26 05:22:02
US,Puerto Rico,735,0,0,735,2021-01-26 05:22:02
US,Puerto Rico,7081,0,0,7081,2021-01-26 05:22:02
US,Puerto Rico,484,0,0,484,2021-01-26 05:22:02
US,Puerto Rico,4150,0,0,4150,2021-01-26 05:22:02
US,Puerto Rico,789,0,0,789,2021-01-26 05:22:02
US,Puerto Rico,1231,0,0,1231,2021-01-26 05:22:02
US,Puerto Rico,5826,0,0,5826,2021-01-26 05:22:02
US,Puerto Rico,850,0,0,850,2021-01-26 05:22:02
US,Puerto Rico,872,0,0,872,2021-01-26 05:22:02
US,Puerto Rico,241,0,0,241,2021-01-26 05:22:02
US,Puerto Rico,522,0,0,522,2021-01-26 05:22:02
US,Puerto Rico,919,0,0,919,2021-01-26 05:22:02
US,Puerto Rico,605,0,0,605,2021-01-26 05:22:02
US,Puerto Rico,500,0,0,500,2021-01-26 05:22:02
US,Puerto Rico,1038,0,0,1038,2021-01-26 05:22:02
US,Puerto Rico,23,0,0,23,2021-01-26 05:22:02
US,Puerto Rico,1409,0,0,1409,2021-01-26 05:22:02
US,Puerto Rico,750,0,0,750,2021-01-26 05:22:02
US,Puerto Rico,350,0,0,350,2021-01-26 05:22:02
US,Puerto Rico,126,0,0,126,2021-01-26 05:22:02
US,Puerto Rico,501,0,0,501,2021-01-26 05:22:02
US,Puerto Rico,200,0,0,200,2021-01-26 05:22:02
US,Puerto Rico,3058,0,0,3058,2021-01-26 05:22:02
US,Puerto Rico,1305,0,0,1305,2021-01-26 05:22:02
US,Puerto Rico,724,0,0,724,2021-01-26 05:22:02
US,Puerto Rico,269,0,0,269,2021-01-26 05:22:02
US,Puerto Rico,1069,0,0,1069,2021-01-26 05:22:02
US,Puerto Rico,882,0,0,882,2021-01-26 05:22:02
US,Puerto Rico,157,0,0,157,2021-01-26 05:22:02
US,Puerto Rico,730,0,0,730,2021-01-26 05:22:02
US,Puerto Rico,1276,0,0,1276,2021-01-26 05:22:02
US,Puerto Rico,193,0,0,193,2021-01-26 05:22:02
US,Puerto Rico,484,0,0,484,2021-01-26 05:22:02
US,Puerto Rico,119,0,0,119,2021-01-26 05:22:02
US,Puerto Rico,939,0,0,939,2021-01-26 05:22:02
US,Puerto Rico,730,0,0,730,2021-01-26 05:22:02
US,Puerto Rico,417,0,0,417,2021-01-26 05:22:02
US,Puerto Rico,995,0,0,995,2021-01-26 05:22:02
US,Puerto Rico,59,0,0,59,2021-01-26 05:22:02
US,Puerto Rico,195,0,0,195,2021-01-26 05:22:02
US,Puerto Rico,1199,0,0,1199,2021-01-26 05:22:02
US,Puerto Rico,1003,0,0,1003,2021-01-26 05:22:02
US,Puerto Rico,972,0,0,972,2021-01-26 05:22:02
US,Puerto Rico,562,0,0,562,2021-01-26 05:22:02
US,Puerto Rico,1019,0,0,1019,2021-01-26 05:22:02
US,Puerto Rico,528,0,0,528,2021-01-26 05:22:02
US,Puerto Rico,219,0,0,219,2021-01-26 05:22:02
US,Puerto Rico,200,0,0,200,2021-01-26 05:22:02
US,Puerto Rico,360,0,0,360,2021-01-26 05:22:02
US,Puerto Rico,2012,0,0,2012,2021-01-26 05:22:02
US,Puerto Rico,525,0,0,525,2021-01-26 05:22:02
US,Puerto Rico,277,0,0,277,2021-01-26 05:22:02
US,Puerto Rico,1250,0,0,1250,2021-01-26 05:22:02
US,Puerto Rico,217,0,0,217,2021-01-26 05:22:02
US,Puerto Rico,510,0,0,510,2021-01-26 05:22:02
US,Puerto Rico,359,0,0,359,2021-01-26 05:22:02
US,Puerto Rico,12824,0,0,12824,2021-01-26 05:22:02
US,Puerto Rico,1073,0,0,1073,2021-01-26 05:22:02
US,Puerto Rico,937,0,0,937,2021-01-26 05:22:02
US,Puerto Rico,293,0,0,293,2021-01-26 05:22:02
US,Puerto Rico,2621,0,0,2621,2021-01-26 05:22:02
US,Puerto Rico,2630,0,0,2630,2021-01-26 05:22:02
US,Puerto Rico,2039,0,0,2039,2021-01-26 05:22:02
US,Puerto Rico,2737,0,1778,959,2021-01-26 05:22:02
US,Puerto Rico,632,0,0,632,2021-01-26 05:22:02
US,Puerto Rico,1215,0,0,1215,2021-01-26 05:22:02
US,Puerto Rico,2019,0,0,2019,2021-01-26 05:22:02
US,Puerto Rico,111,0,0,111,2021-01-26 05:22:02
US,Puerto Rico,564,0,0,564,2021-01-26 05:22:02
US,Puerto Rico,635,0,0,635,2021-01-26 05:22:02
US,Puerto Rico,537,0,0,537,2021-01-26 05:22:02
US,Recovered,0,0,0,0,2021-01-26 05:22:02
US,Rhode Island,3499,0,97,3402,2021-01-26 05:22:02
US,Rhode Island,12645,0,236,12409,2021-01-26 05:22:02
US,Rhode Island,3999,0,12,3987,2021-01-26 05:22:02
US,Rhode Island,71172,0,1533,69639,2021-01-26 05:22:02
US,Rhode Island,14552,0,275,14452,2021-01-26 05:22:02
US,Rhode Island,5887,0,132,5755,2021-01-26 05:22:02
US,South Carolina,1718,0,28,1690,2021-01-26 05:22:02
US,South Carolina,12147,0,165,11982,2021-01-26 05:22:02
US,South Carolina,664,0,12,652,2021-01-26 05:22:02
US,South Carolina,16660,0,337,16323,2021-01-26 05:22:02
US,South Carolina,1192,0,44,1148,2021-01-26 05:22:02
US,South Carolina,1969,0,40,1929,2021-01-26 05:22:02
US,South Carolina,12807,0,137,12670,2021-01-26 05:22:02
US,South Carolina,12019,0,130,11889,2021-01-26 05:22:02
US,South Carolina,1066,0,28,1038,2021-01-26 05:22:02
US,South Carolina,31170,0,361,30809,2021-01-26 05:22:02
US,South Carolina,4324,0,107,4217,2021-01-26 05:22:02
US,South Carolina,3037,0,48,2989,2021-01-26 05:22:02
US,South Carolina,3201,0,76,3125,2021-01-26 05:22:02
US,South Carolina,2415,0,82,2333,2021-01-26 05:22:02
US,South Carolina,2686,0,68,2618,2021-01-26 05:22:02
US,South Carolina,6497,0,124,6373,2021-01-26 05:22:02
US,South Carolina,3392,0,68,3324,2021-01-26 05:22:02
US,South Carolina,11906,0,141,11765,2021-01-26 05:22:02
US,South Carolina,2169,0,27,2142,2021-01-26 05:22:02
US,South Carolina,1798,0,59,1739,2021-01-26 05:22:02
US,South Carolina,14544,0,337,14207,2021-01-26 05:22:02
US,South Carolina,5321,0,112,5209,2021-01-26 05:22:02
US,South Carolina,53236,0,654,52582,2021-01-26 05:22:02
US,South Carolina,5826,0,116,5710,2021-01-26 05:22:02
US,South Carolina,1420,0,38,1382,2021-01-26 05:22:02
US,South Carolina,27689,0,401,27288,2021-01-26 05:22:02
US,South Carolina,1793,0,32,1761,2021-01-26 05:22:02
US,South Carolina,5265,0,87,5178,2021-01-26 05:22:02
US,South Carolina,7390,0,108,7282,2021-01-26 05:22:02
US,South Carolina,5191,0,111,5080,2021-01-26 05:22:02
US,South Carolina,1544,0,47,1497,2021-01-26 05:22:02
US,South Carolina,23455,0,336,23119,2021-01-26 05:22:02
US,South Carolina,2782,0,85,2697,2021-01-26 05:22:02
US,South Carolina,2517,0,40,2477,2021-01-26 05:22:02
US,South Carolina,658,0,11,647,2021-01-26 05:22:02
US,South Carolina,3650,0,79,3571,2021-01-26 05:22:02
US,South Carolina,7224,0,85,7139,2021-01-26 05:22:02
US,South Carolina,7138,0,178,6960,2021-01-26 05:22:02
US,South Carolina,14142,0,197,13945,2021-01-26 05:22:02
US,South Carolina,34167,0,394,33773,2021-01-26 05:22:02
US,South Carolina,1275,0,31,1244,2021-01-26 05:22:02
US,South Carolina,28286,0,517,27769,2021-01-26 05:22:02
US,South Carolina,7652,0,133,7519,2021-01-26 05:22:02
US,South Carolina,0,0,0,0,2021-01-26 05:22:02
US,South Carolina,2112,0,56,2056,2021-01-26 05:22:02
US,South Carolina,3151,0,72,3079,2021-01-26 05:22:02
US,South Carolina,21152,0,213,20939,2021-01-26 05:22:02
US,South Dakota,445,0,12,433,2021-01-26 05:22:02
US,South Dakota,2597,0,39,2558,2021-01-26 05:22:02
US,South Dakota,376,0,9,367,2021-01-26 05:22:02
US,South Dakota,1482,0,23,1459,2021-01-26 05:22:02
US,South Dakota,3369,0,33,3336,2021-01-26 05:22:02
US,South Dakota,4846,0,75,4771,2021-01-26 05:22:02
US,South Dakota,677,0,8,669,2021-01-26 05:22:02
US,South Dakota,416,0,12,404,2021-01-26 05:22:02
US,South Dakota,948,0,20,928,2021-01-26 05:22:02
US,South Dakota,121,0,4,117,2021-01-26 05:22:02
US,South Dakota,1208,0,15,1193,2021-01-26 05:22:02
US,South Dakota,332,0,4,328,2021-01-26 05:22:02
US,South Dakota,1745,0,14,1731,2021-01-26 05:22:02
US,South Dakota,3713,0,73,3640,2021-01-26 05:22:02
US,South Dakota,459,0,11,448,2021-01-26 05:22:02
US,South Dakota,721,0,10,711,2021-01-26 05:22:02
US,South Dakota,2879,0,56,2823,2021-01-26 05:22:02
US,South Dakota,594,0,25,569,2021-01-26 05:22:02
US,South Dakota,453,0,7,446,2021-01-26 05:22:02
US,South Dakota,1384,0,18,1366,2021-01-26 05:22:02
US,South Dakota,410,0,9,401,2021-01-26 05:22:02
US,South Dakota,453,0,8,445,2021-01-26 05:22:02
US,South Dakota,498,0,14,484,2021-01-26 05:22:02
US,South Dakota,330,0,13,317,2021-01-26 05:22:02
US,South Dakota,902,0,36,866,2021-01-26 05:22:02
US,South Dakota,498,0,27,471,2021-01-26 05:22:02
US,South Dakota,240,0,9,231,2021-01-26 05:22:02
US,South Dakota,662,0,38,624,2021-01-26 05:22:02
US,South Dakota,321,0,4,317,2021-01-26 05:22:02
US,South Dakota,329,0,4,325,2021-01-26 05:22:02
US,South Dakota,90,0,1,89,2021-01-26 05:22:02
US,South Dakota,2182,0,31,2151,2021-01-26 05:22:02
US,South Dakota,748,0,23,725,2021-01-26 05:22:02
US,South Dakota,134,0,1,133,2021-01-26 05:22:02
US,South Dakota,269,0,13,256,2021-01-26 05:22:02
US,South Dakota,265,0,16,249,2021-01-26 05:22:02
US,South Dakota,79,0,0,79,2021-01-26 05:22:02
US,South Dakota,600,0,13,587,2021-01-26 05:22:02
US,South Dakota,1130,0,16,1114,2021-01-26 05:22:02
US,South Dakota,2732,0,35,2697,2021-01-26 05:22:02
US,South Dakota,7369,0,72,7297,2021-01-26 05:22:02
US,South Dakota,587,0,10,577,2021-01-26 05:22:02
US,South Dakota,283,0,5,278,2021-01-26 05:22:02
US,South Dakota,713,0,22,691,2021-01-26 05:22:02
US,South Dakota,233,0,4,229,2021-01-26 05:22:02
US,South Dakota,2446,0,28,2418,2021-01-26 05:22:02
US,South Dakota,237,0,2,235,2021-01-26 05:22:02
US,South Dakota,261,0,7,254,2021-01-26 05:22:02
US,South Dakota,26775,0,300,26475,2021-01-26 05:22:02
US,South Dakota,597,0,15,582,2021-01-26 05:22:02
US,South Dakota,2025,0,41,1984,2021-01-26 05:22:02
US,South Dakota,12248,0,166,12082,2021-01-26 05:22:02
US,South Dakota,328,0,11,317,2021-01-26 05:22:02
US,South Dakota,343,0,3,340,2021-01-26 05:22:02
US,South Dakota,1096,0,34,1062,2021-01-26 05:22:02
US,South Dakota,323,0,3,320,2021-01-26 05:22:02
US,South Dakota,755,0,25,730,2021-01-26 05:22:02
US,South Dakota,311,0,2,309,2021-01-26 05:22:02
US,South Dakota,134,0,3,131,2021-01-26 05:22:02
US,South Dakota,1203,0,23,1180,2021-01-26 05:22:02
US,South Dakota,650,0,15,635,2021-01-26 05:22:02
US,South Dakota,1036,0,49,987,2021-01-26 05:22:02
US,South Dakota,0,0,0,0,2021-01-26 05:22:02
US,South Dakota,1838,0,36,1802,2021-01-26 05:22:02
US,South Dakota,700,0,14,686,2021-01-26 05:22:02
US,South Dakota,2719,0,27,2692,2021-01-26 05:22:02
US,South Dakota,333,0,9,324,2021-01-26 05:22:02
US,Tennessee,7031,0,116,6915,2021-01-26 05:22:02
US,Tennessee,5460,0,92,5368,2021-01-26 05:22:02
US,Tennessee,1341,0,35,1306,2021-01-26 05:22:02
US,Tennessee,1782,0,11,1771,2021-01-26 05:22:02
US,Tennessee,12382,0,136,12246,2021-01-26 05:22:02
US,Tennessee,11263,0,101,11162,2021-01-26 05:22:02
US,Tennessee,3387,0,42,3345,2021-01-26 05:22:02
US,Tennessee,1617,0,21,1596,2021-01-26 05:22:02
US,Tennessee,3183,0,62,3121,2021-01-26 05:22:02
US,Tennessee,5215,0,121,5094,2021-01-26 05:22:02
US,Tennessee,3503,0,32,3471,2021-01-26 05:22:02
US,Tennessee,1790,0,39,1751,2021-01-26 05:22:02
US,Tennessee,2300,0,33,2267,2021-01-26 05:22:02
US,Tennessee,965,0,26,939,2021-01-26 05:22:02
US,Tennessee,3590,0,63,3527,2021-01-26 05:22:02
US,Tennessee,5785,0,84,5701,2021-01-26 05:22:02
US,Tennessee,1837,0,38,1799,2021-01-26 05:22:02
US,Tennessee,5567,0,77,5490,2021-01-26 05:22:02
US,Tennessee,73248,0,697,72551,2021-01-26 05:22:02
US,Tennessee,2474,0,43,2431,2021-01-26 05:22:02
US,Tennessee,1490,0,27,1463,2021-01-26 05:22:02
US,Tennessee,5590,0,82,5508,2021-01-26 05:22:02
US,Tennessee,4874,0,87,4787,2021-01-26 05:22:02
US,Tennessee,4159,0,53,4106,2021-01-26 05:22:02
US,Tennessee,2178,0,35,2143,2021-01-26 05:22:02
US,Tennessee,4260,0,67,4193,2021-01-26 05:22:02
US,Tennessee,5767,0,117,5650,2021-01-26 05:22:02
US,Tennessee,3344,0,76,3268,2021-01-26 05:22:02
US,Tennessee,2172,0,40,2132,2021-01-26 05:22:02
US,Tennessee,6779,0,117,6662,2021-01-26 05:22:02
US,Tennessee,1436,0,22,1414,2021-01-26 05:22:02
US,Tennessee,7261,0,119,7142,2021-01-26 05:22:02
US,Tennessee,35983,0,347,35636,2021-01-26 05:22:02
US,Tennessee,422,0,7,415,2021-01-26 05:22:02
US,Tennessee,3158,0,54,3104,2021-01-26 05:22:02
US,Tennessee,3066,0,50,3016,2021-01-26 05:22:02
US,Tennessee,4614,0,73,4541,2021-01-26 05:22:02
US,Tennessee,2456,0,50,2406,2021-01-26 05:22:02
US,Tennessee,3386,0,59,3327,2021-01-26 05:22:02
US,Tennessee,2699,0,60,2639,2021-01-26 05:22:02
US,Tennessee,2298,0,36,2262,2021-01-26 05:22:02
US,Tennessee,952,0,26,926,2021-01-26 05:22:02
US,Tennessee,1377,0,17,1360,2021-01-26 05:22:02
US,Tennessee,1066,0,24,1042,2021-01-26 05:22:02
US,Tennessee,4970,0,78,4892,2021-01-26 05:22:02
US,Tennessee,2053,0,35,2018,2021-01-26 05:22:02
US,Tennessee,40335,0,452,39883,2021-01-26 05:22:02
US,Tennessee,1585,0,22,1563,2021-01-26 05:22:02
US,Tennessee,2999,0,34,2965,2021-01-26 05:22:02
US,Tennessee,5243,0,69,5174,2021-01-26 05:22:02
US,Tennessee,1311,0,21,1290,2021-01-26 05:22:02
US,Tennessee,3883,0,47,3836,2021-01-26 05:22:02
US,Tennessee,5103,0,52,5051,2021-01-26 05:22:02
US,Tennessee,2947,0,51,2896,2021-01-26 05:22:02
US,Tennessee,9364,0,186,9178,2021-01-26 05:22:02
US,Tennessee,2362,0,33,2329,2021-01-26 05:22:02
US,Tennessee,3581,0,40,3541,2021-01-26 05:22:02
US,Tennessee,11337,0,131,11206,2021-01-26 05:22:02
US,Tennessee,5246,0,74,5172,2021-01-26 05:22:02
US,Tennessee,2490,0,42,2448,2021-01-26 05:22:02
US,Tennessee,1192,0,16,1176,2021-01-26 05:22:02
US,Tennessee,4719,0,64,4655,2021-01-26 05:22:02
US,Tennessee,15200,0,153,15047,2021-01-26 05:22:02
US,Tennessee,831,0,9,822,2021-01-26 05:22:02
US,Tennessee,1966,0,16,1950,2021-01-26 05:22:02
US,Tennessee,4066,0,83,3983,2021-01-26 05:22:02
US,Tennessee,16448,0,83,16365,2021-01-26 05:22:02
US,Tennessee,2605,0,46,2559,2021-01-26 05:22:02
US,Tennessee,963,0,25,938,2021-01-26 05:22:02
US,Tennessee,692,0,20,672,2021-01-26 05:22:02
US,Tennessee,1505,0,17,1488,2021-01-26 05:22:02
US,Tennessee,10200,0,152,10048,2021-01-26 05:22:02
US,Tennessee,3918,0,58,3860,2021-01-26 05:22:02
US,Tennessee,5360,0,83,5277,2021-01-26 05:22:02
US,Tennessee,7930,0,88,7842,2021-01-26 05:22:02
US,Tennessee,34271,0,298,33973,2021-01-26 05:22:02
US,Tennessee,2304,0,32,2272,2021-01-26 05:22:02
US,Tennessee,1421,0,20,1401,2021-01-26 05:22:02
US,Tennessee,10877,0,123,10754,2021-01-26 05:22:02
US,Tennessee,79025,0,1186,77839,2021-01-26 05:22:02
US,Tennessee,2354,0,30,2324,2021-01-26 05:22:02
US,Tennessee,1122,0,20,1102,2021-01-26 05:22:02
US,Tennessee,13002,0,221,12781,2021-01-26 05:22:02
US,Tennessee,18862,0,237,18625,2021-01-26 05:22:02
US,Tennessee,6395,0,71,6324,2021-01-26 05:22:02
US,Tennessee,2306,0,17,2289,2021-01-26 05:22:02
US,Tennessee,23946,0,140,23806,2021-01-26 05:22:02
US,Tennessee,1701,0,47,1654,2021-01-26 05:22:02
US,Tennessee,1457,0,25,1432,2021-01-26 05:22:02
US,Tennessee,675,0,8,667,2021-01-26 05:22:02
US,Tennessee,5116,0,56,5060,2021-01-26 05:22:02
US,Tennessee,12206,0,206,12000,2021-01-26 05:22:02
US,Tennessee,2703,0,25,2678,2021-01-26 05:22:02
US,Tennessee,3459,0,48,3411,2021-01-26 05:22:02
US,Tennessee,3177,0,49,3128,2021-01-26 05:22:02
US,Tennessee,22259,0,150,22109,2021-01-26 05:22:02
US,Tennessee,14878,0,167,14711,2021-01-26 05:22:02
US,Texas,5724,0,84,5640,2021-01-26 05:22:02
US,Texas,1630,0,37,1593,2021-01-26 05:22:02
US,Texas,6857,0,206,6651,2021-01-26 05:22:02
US,Texas,935,0,29,906,2021-01-26 05:22:02
US,Texas,733,0,10,723,2021-01-26 05:22:02
US,Texas,135,0,6,129,2021-01-26 05:22:02
US,Texas,4193,0,95,4098,2021-01-26 05:22:02
US,Texas,1499,0,22,1477,2021-01-26 05:22:02
US,Texas,758,0,16,742,2021-01-26 05:22:02
US,Texas,902,0,21,881,2021-01-26 05:22:02
US,Texas,4719,0,58,4661,2021-01-26 05:22:02
US,Texas,282,0,11,271,2021-01-26 05:22:02
US,Texas,3166,0,55,3111,2021-01-26 05:22:02
US,Texas,17499,0,233,17266,2021-01-26 05:22:02
US,Texas,162108,0,2161,159947,2021-01-26 05:22:02
US,Texas,332,0,11,321,2021-01-26 05:22:02
US,Texas,18,0,0,18,2021-01-26 05:22:02
US,Texas,1018,0,22,996,2021-01-26 05:22:02
US,Texas,5069,0,150,4919,2021-01-26 05:22:02
US,Texas,27639,0,288,27351,2021-01-26 05:22:02
US,Texas,17916,0,168,17748,2021-01-26 05:22:02
US,Texas,963,0,8,955,2021-01-26 05:22:02
US,Texas,121,0,3,118,2021-01-26 05:22:02
US,Texas,701,0,31,670,2021-01-26 05:22:02
US,Texas,3597,0,85,3512,2021-01-26 05:22:02
US,Texas,1126,0,22,1104,2021-01-26 05:22:02
US,Texas,2269,0,40,2229,2021-01-26 05:22:02
US,Texas,2812,0,61,2751,2021-01-26 05:22:02
US,Texas,1500,0,13,1487,2021-01-26 05:22:02
US,Texas,1010,0,30,980,2021-01-26 05:22:02
US,Texas,33748,0,1263,32485,2021-01-26 05:22:02
US,Texas,1016,0,33,983,2021-01-26 05:22:02
US,Texas,338,0,12,326,2021-01-26 05:22:02
US,Texas,1551,0,63,1488,2021-01-26 05:22:02
US,Texas,844,0,25,819,2021-01-26 05:22:02
US,Texas,3626,0,13,3613,2021-01-26 05:22:02
US,Texas,3634,0,101,3533,2021-01-26 05:22:02
US,Texas,1293,0,13,1280,2021-01-26 05:22:02
US,Texas,930,0,13,917,2021-01-26 05:22:02
US,Texas,220,0,12,208,2021-01-26 05:22:02
US,Texas,417,0,10,407,2021-01-26 05:22:02
US,Texas,622,0,21,601,2021-01-26 05:22:02
US,Texas,68943,0,533,68410,2021-01-26 05:22:02
US,Texas,240,0,8,232,2021-01-26 05:22:02
US,Texas,1302,0,19,1283,2021-01-26 05:22:02
US,Texas,7648,0,211,7437,2021-01-26 05:22:02
US,Texas,1132,0,38,1094,2021-01-26 05:22:02
US,Texas,255,0,5,250,2021-01-26 05:22:02
US,Texas,3042,0,52,2990,2021-01-26 05:22:02
US,Texas,4390,0,48,4342,2021-01-26 05:22:02
US,Texas,179,0,7,172,2021-01-26 05:22:02
US,Texas,505,0,11,494,2021-01-26 05:22:02
US,Texas,484,0,14,470,2021-01-26 05:22:02
US,Texas,405,0,22,383,2021-01-26 05:22:02
US,Texas,321,0,4,317,2021-01-26 05:22:02
US,Texas,470,0,20,450,2021-01-26 05:22:02
US,Texas,248518,0,2637,245881,2021-01-26 05:22:02
US,Texas,1644,0,63,1581,2021-01-26 05:22:02
US,Texas,1660,0,51,1609,2021-01-26 05:22:02
US,Texas,2454,0,61,2393,2021-01-26 05:22:02
US,Texas,229,0,5,224,2021-01-26 05:22:02
US,Texas,50439,0,468,49971,2021-01-26 05:22:02
US,Texas,137,0,7,130,2021-01-26 05:22:02
US,Texas,1111,0,18,1093,2021-01-26 05:22:02
US,Texas,303,0,10,293,2021-01-26 05:22:02
US,Texas,1090,0,32,1058,2021-01-26 05:22:02
US,Texas,1037,0,28,1009,2021-01-26 05:22:02
US,Texas,13236,0,284,12952,2021-01-26 05:22:02
US,Texas,222,0,3,219,2021-01-26 05:22:02
US,Texas,111061,0,2064,108997,2021-01-26 05:22:02
US,Texas,17597,0,219,17378,2021-01-26 05:22:02
US,Texas,3582,0,45,3537,2021-01-26 05:22:02
US,Texas,1362,0,23,1339,2021-01-26 05:22:02
US,Texas,2657,0,76,2581,2021-01-26 05:22:02
US,Texas,1524,0,45,1479,2021-01-26 05:22:02
US,Texas,273,0,12,261,2021-01-26 05:22:02
US,Texas,665,0,28,637,2021-01-26 05:22:02
US,Texas,93,0,5,88,2021-01-26 05:22:02
US,Texas,47427,0,462,46965,2021-01-26 05:22:02
US,Texas,586,0,16,570,2021-01-26 05:22:02
US,Texas,1009,0,30,979,2021-01-26 05:22:02
US,Texas,2242,0,27,2215,2021-01-26 05:22:02
US,Texas,1354,0,36,1318,2021-01-26 05:22:02
US,Texas,28878,0,268,28610,2021-01-26 05:22:02
US,Texas,284,0,18,266,2021-01-26 05:22:02
US,Texas,2050,0,39,2011,2021-01-26 05:22:02
US,Texas,94,0,1,93,2021-01-26 05:22:02
US,Texas,327,0,9,318,2021-01-26 05:22:02
US,Texas,2148,0,32,2116,2021-01-26 05:22:02
US,Texas,1806,0,42,1764,2021-01-26 05:22:02
US,Texas,9271,0,242,9029,2021-01-26 05:22:02
US,Texas,9125,0,249,8876,2021-01-26 05:22:02
US,Texas,1912,0,54,1858,2021-01-26 05:22:02
US,Texas,10123,0,139,9984,2021-01-26 05:22:02
US,Texas,5774,0,140,5634,2021-01-26 05:22:02
US,Texas,359,0,14,345,2021-01-26 05:22:02
US,Texas,583,0,23,560,2021-01-26 05:22:02
US,Texas,686,0,17,669,2021-01-26 05:22:02
US,Texas,324,0,9,315,2021-01-26 05:22:02
US,Texas,4188,0,76,4112,2021-01-26 05:22:02
US,Texas,301173,0,4024,297149,2021-01-26 05:22:02
US,Texas,3787,0,76,3711,2021-01-26 05:22:02
US,Texas,318,0,2,316,2021-01-26 05:22:02
US,Texas,386,0,17,369,2021-01-26 05:22:02
US,Texas,16139,0,175,15964,2021-01-26 05:22:02
US,Texas,505,0,2,503,2021-01-26 05:22:02
US,Texas,4675,0,115,4560,2021-01-26 05:22:02
US,Texas,60971,0,2376,58595,2021-01-26 05:22:02
US,Texas,2462,0,54,2408,2021-01-26 05:22:02
US,Texas,2081,0,94,1987,2021-01-26 05:22:02
US,Texas,5399,0,94,5305,2021-01-26 05:22:02
US,Texas,2578,0,89,2489,2021-01-26 05:22:02
US,Texas,1400,0,32,1368,2021-01-26 05:22:02
US,Texas,4302,0,84,4218,2021-01-26 05:22:02
US,Texas,469,0,9,460,2021-01-26 05:22:02
US,Texas,4719,0,115,4604,2021-01-26 05:22:02
US,Texas,1304,0,60,1244,2021-01-26 05:22:02
US,Texas,86,0,1,85,2021-01-26 05:22:02
US,Texas,544,0,12,532,2021-01-26 05:22:02
US,Texas,1395,0,23,1372,2021-01-26 05:22:02
US,Texas,2021,0,50,1971,2021-01-26 05:22:02
US,Texas,119,0,1,118,2021-01-26 05:22:02
US,Texas,16406,0,285,16121,2021-01-26 05:22:02
US,Texas,528,0,13,515,2021-01-26 05:22:02
US,Texas,3545,0,71,3474,2021-01-26 05:22:02
US,Texas,15615,0,237,15378,2021-01-26 05:22:02
US,Texas,2646,0,37,2609,2021-01-26 05:22:02
US,Texas,1496,0,26,1470,2021-01-26 05:22:02
US,Texas,12327,0,171,12156,2021-01-26 05:22:02
US,Texas,2105,0,46,2059,2021-01-26 05:22:02
US,Texas,30,0,2,28,2021-01-26 05:22:02
US,Texas,68,0,1,67,2021-01-26 05:22:02
US,Texas,3242,0,67,3175,2021-01-26 05:22:02
US,Texas,240,0,6,234,2021-01-26 05:22:02
US,Texas,13,0,0,13,2021-01-26 05:22:02
US,Texas,296,0,3,293,2021-01-26 05:22:02
US,Texas,2096,0,64,2032,2021-01-26 05:22:02
US,Texas,216,0,12,204,2021-01-26 05:22:02
US,Texas,814,0,18,796,2021-01-26 05:22:02
US,Texas,5071,0,118,4953,2021-01-26 05:22:02
US,Texas,1823,0,76,1747,2021-01-26 05:22:02
